,TCGA-06-0001-01A,TCGA-06-0002-01A,TCGA-06-0003-01A,TCGA-06-0004-01A,TCGA-06-0005-01A,TCGA-06-0006-01A,TCGA-06-0007-01A,TCGA-06-0008-01A,TCGA-06-0009-01A,TCGA-06-0010-01A,TCGA-06-0011-01A,TCGA-06-0012-01A,TCGA-06-0013-01A,TCGA-06-0014-01A,TCGA-06-0015-01A,TCGA-06-0016-01A,TCGA-06-0017-01A,TCGA-06-0018-01A,TCGA-06-0019-01A,TCGA-06-0020-01A
GENE_0119,5.882643049361842,5.643856189774724,5.882643049361842,5.614709844115208,5.672425341971495,5.491853096329675,5.672425341971495,5.357552004618084,6.066089190457772,5.426264754702098,5.554588851677638,5.554588851677638,5.700439718141092,5.643856189774724,5.584962500721156,5.491853096329675,5.832890014164741,5.78135971352466,5.614709844115208,5.584962500721156
GENE_0120,5.459431618637297,5.459431618637297,5.584962500721156,5.554588851677638,5.357552004618084,5.672425341971495,5.977279923499917,5.523561956057013,5.523561956057013,5.129283016944966,5.857980995127572,5.672425341971495,5.392317422778761,5.584962500721156,5.700439718141092,5.614709844115208,5.754887502163468,5.643856189774724,5.357552004618084,5.832890014164741
GENE_0121,5.672425341971495,5.727920454563199,5.129283016944966,5.459431618637297,5.807354922057604,5.392317422778761,5.426264754702098,5.491853096329675,5.523561956057013,5.169925001442312,5.169925001442312,5.672425341971495,5.700439718141092,5.459431618637297,5.727920454563199,5.832890014164741,5.392317422778761,5.78135971352466,5.78135971352466,5.491853096329675
GENE_0122,5.459431618637297,5.78135971352466,5.977279923499917,5.321928094887363,5.523561956057013,5.614709844115208,5.672425341971495,5.614709844115208,5.832890014164741,5.426264754702098,5.584962500721156,5.857980995127572,5.459431618637297,5.321928094887363,5.832890014164741,5.727920454563199,5.700439718141092,5.584962500721156,5.754887502163468,5.977279923499917
GENE_0123,5.700439718141092,5.832890014164741,5.426264754702098,5.807354922057604,5.643856189774724,5.554588851677638,5.614709844115208,5.727920454563199,5.882643049361842,5.882643049361842,5.554588851677638,5.584962500721156,5.20945336562895,5.727920454563199,5.523561956057013,5.882643049361842,5.882643049361842,5.832890014164741,5.459431618637297,5.906890595608519
GENE_0124,5.392317422778761,6.066089190457772,5.584962500721156,5.807354922057604,5.832890014164741,5.672425341971495,5.584962500721156,5.584962500721156,5.672425341971495,5.584962500721156,5.78135971352466,5.807354922057604,5.754887502163468,5.727920454563199,5.700439718141092,5.285402218862249,6.066089190457772,5.643856189774724,5.700439718141092,5.491853096329675
GENE_0125,5.426264754702098,5.643856189774724,5.491853096329675,5.754887502163468,5.614709844115208,5.727920454563199,5.700439718141092,6.044394119358453,5.20945336562895,5.491853096329675,5.643856189774724,5.584962500721156,5.672425341971495,5.754887502163468,5.459431618637297,5.807354922057604,5.727920454563199,5.643856189774724,5.700439718141092,5.523561956057013
GENE_0126,5.285402218862249,5.807354922057604,5.672425341971495,5.643856189774724,5.78135971352466,5.554588851677638,5.672425341971495,5.129283016944966,5.906890595608519,5.459431618637297,5.614709844115208,5.832890014164741,5.169925001442312,5.643856189774724,6.044394119358453,5.523561956057013,5.930737337562887,5.832890014164741,5.700439718141092,5.357552004618084
GENE_0127,5.523561956057013,5.807354922057604,5.727920454563199,5.20945336562895,5.614709844115208,5.954196310386875,5.727920454563199,5.044394119358453,5.523561956057013,6.066089190457772,5.857980995127572,5.700439718141092,6.0,5.754887502163468,5.672425341971495,5.700439718141092,5.727920454563199,5.754887502163468,5.459431618637297,6.066089190457772
GENE_0128,5.614709844115208,5.727920454563199,5.614709844115208,6.149747119504682,5.584962500721156,5.491853096329675,5.459431618637297,5.643856189774724,5.285402218862249,5.906890595608519,5.882643049361842,5.672425341971495,5.882643049361842,5.491853096329675,5.857980995127572,5.584962500721156,5.700439718141092,6.0,5.247927513443585,5.643856189774724
GENE_0129,5.459431618637297,6.149747119504682,5.672425341971495,5.700439718141092,5.392317422778761,5.554588851677638,5.727920454563199,5.832890014164741,5.584962500721156,5.491853096329675,5.459431618637297,5.426264754702098,5.78135971352466,5.614709844115208,5.700439718141092,5.285402218862249,5.285402218862249,5.977279923499917,5.584962500721156,5.807354922057604
GENE_0130,5.78135971352466,5.643856189774724,5.459431618637297,5.643856189774724,5.614709844115208,5.807354922057604,5.357552004618084,5.977279923499917,5.700439718141092,5.584962500721156,5.672425341971495,5.392317422778761,6.022367813028454,5.906890595608519,5.491853096329675,5.321928094887363,5.459431618637297,5.672425341971495,5.357552004618084,5.672425341971495
GENE_0131,5.857980995127572,5.857980995127572,5.700439718141092,5.614709844115208,5.754887502163468,5.754887502163468,5.954196310386875,5.285402218862249,5.832890014164741,5.672425341971495,5.523561956057013,5.78135971352466,5.554588851677638,5.491853096329675,5.491853096329675,5.392317422778761,5.700439718141092,5.584962500721156,5.930737337562887,5.554588851677638
GENE_0132,5.426264754702098,5.584962500721156,5.491853096329675,5.392317422778761,5.754887502163468,5.700439718141092,5.754887502163468,5.906890595608519,5.78135971352466,5.584962500721156,5.700439718141092,5.857980995127572,5.78135971352466,5.700439718141092,5.754887502163468,5.857980995127572,5.700439718141092,5.584962500721156,5.643856189774724,6.0
GENE_0133,5.754887502163468,5.321928094887363,5.78135971352466,5.906890595608519,5.285402218862249,5.491853096329675,5.832890014164741,5.882643049361842,5.727920454563199,5.554588851677638,5.643856189774724,6.0,5.426264754702098,6.044394119358453,5.426264754702098,5.700439718141092,5.78135971352466,5.523561956057013,5.554588851677638,5.882643049361842
GENE_0134,5.523561956057013,5.426264754702098,5.930737337562887,5.357552004618084,5.754887502163468,5.614709844115208,5.807354922057604,5.584962500721156,5.672425341971495,6.022367813028454,5.882643049361842,5.882643049361842,5.614709844115208,5.643856189774724,6.108524456778169,5.321928094887363,5.169925001442312,5.491853096329675,5.643856189774724,5.807354922057604
GENE_0135,5.554588851677638,5.832890014164741,5.643856189774724,5.906890595608519,5.672425341971495,5.459431618637297,5.459431618637297,5.78135971352466,6.0,5.672425341971495,5.954196310386875,5.584962500721156,5.977279923499917,5.357552004618084,5.954196310386875,5.614709844115208,5.727920454563199,5.954196310386875,5.754887502163468,5.954196310386875
GENE_0136,6.087462841250339,5.700439718141092,5.614709844115208,5.672425341971495,5.727920454563199,5.906890595608519,5.459431618637297,5.832890014164741,5.832890014164741,5.554588851677638,5.459431618637297,5.392317422778761,5.643856189774724,6.0,5.672425341971495,5.857980995127572,5.554588851677638,5.491853096329675,5.523561956057013,5.491853096329675
GENE_0137,5.882643049361842,5.459431618637297,5.523561956057013,5.584962500721156,5.727920454563199,6.022367813028454,5.459431618637297,5.727920454563199,5.614709844115208,5.78135971352466,5.554588851677638,5.614709844115208,6.044394119358453,5.554588851677638,5.672425341971495,5.78135971352466,5.700439718141092,5.392317422778761,5.930737337562887,5.832890014164741
GENE_0138,5.643856189774724,5.857980995127572,5.700439718141092,5.700439718141092,6.066089190457772,5.554588851677638,5.882643049361842,5.754887502163468,5.459431618637297,5.20945336562895,5.700439718141092,5.807354922057604,5.832890014164741,5.459431618637297,5.882643049361842,5.614709844115208,5.426264754702098,6.044394119358453,5.491853096329675,6.0
GENE_0139,5.754887502163468,5.584962500721156,5.044394119358453,5.882643049361842,5.584962500721156,5.700439718141092,5.491853096329675,5.491853096329675,5.523561956057013,5.672425341971495,5.491853096329675,5.584962500721156,5.700439718141092,5.727920454563199,5.584962500721156,5.754887502163468,5.727920454563199,5.643856189774724,5.523561956057013,5.700439718141092
GENE_0140,5.832890014164741,5.754887502163468,6.0,5.807354922057604,5.459431618637297,5.930737337562887,6.0,5.672425341971495,5.857980995127572,6.044394119358453,5.78135971352466,5.392317422778761,5.426264754702098,5.584962500721156,5.754887502163468,5.672425341971495,5.700439718141092,5.700439718141092,5.554588851677638,5.643856189774724
GENE_0141,5.754887502163468,5.754887502163468,5.554588851677638,5.321928094887363,5.78135971352466,5.584962500721156,5.882643049361842,5.491853096329675,5.523561956057013,5.930737337562887,5.614709844115208,5.672425341971495,5.857980995127572,5.78135971352466,5.954196310386875,5.700439718141092,5.614709844115208,5.247927513443585,5.523561956057013,5.78135971352466
GENE_0142,5.672425341971495,5.906890595608519,5.78135971352466,6.044394119358453,5.832890014164741,6.0,5.832890014164741,5.643856189774724,5.832890014164741,5.523561956057013,5.672425341971495,5.554588851677638,5.807354922057604,5.754887502163468,5.807354922057604,5.906890595608519,5.523561956057013,5.672425341971495,5.584962500721156,5.321928094887363
GENE_0143,5.459431618637297,5.491853096329675,5.832890014164741,5.727920454563199,5.672425341971495,5.700439718141092,5.672425341971495,5.857980995127572,5.392317422778761,6.0,5.584962500721156,5.672425341971495,6.0,5.491853096329675,5.584962500721156,5.643856189774724,5.523561956057013,5.392317422778761,5.700439718141092,6.044394119358453
GENE_0144,5.392317422778761,5.906890595608519,6.044394119358453,5.584962500721156,5.727920454563199,5.754887502163468,5.357552004618084,5.523561956057013,5.78135971352466,5.426264754702098,5.523561956057013,5.554588851677638,5.129283016944966,5.807354922057604,5.523561956057013,5.78135971352466,5.857980995127572,5.459431618637297,5.672425341971495,5.754887502163468
GENE_0145,5.614709844115208,5.554588851677638,5.832890014164741,5.700439718141092,5.392317422778761,5.459431618637297,5.700439718141092,6.044394119358453,5.807354922057604,5.321928094887363,5.426264754702098,5.584962500721156,5.392317422778761,5.523561956057013,5.882643049361842,5.832890014164741,5.554588851677638,5.643856189774724,5.491853096329675,5.672425341971495
GENE_0146,5.247927513443585,5.459431618637297,5.459431618637297,6.022367813028454,5.584962500721156,5.129283016944966,5.754887502163468,6.044394119358453,5.78135971352466,5.672425341971495,5.643856189774724,5.554588851677638,5.672425341971495,5.426264754702098,5.459431618637297,5.78135971352466,5.700439718141092,5.672425341971495,5.672425341971495,5.459431618637297
GENE_0147,5.78135971352466,5.321928094887363,5.357552004618084,5.672425341971495,5.727920454563199,5.643856189774724,5.78135971352466,5.523561956057013,5.754887502163468,5.857980995127572,5.523561956057013,5.78135971352466,5.20945336562895,5.700439718141092,5.584962500721156,5.426264754702098,5.614709844115208,5.523561956057013,5.672425341971495,5.554588851677638
GENE_0148,5.285402218862249,5.459431618637297,5.614709844115208,5.643856189774724,5.321928094887363,5.754887502163468,5.523561956057013,5.459431618637297,5.459431618637297,5.523561956057013,5.754887502163468,5.392317422778761,5.584962500721156,5.700439718141092,5.754887502163468,5.700439718141092,5.523561956057013,5.727920454563199,5.491853096329675,5.672425341971495
GENE_0149,5.977279923499917,5.584962500721156,5.882643049361842,5.727920454563199,5.857980995127572,5.906890595608519,5.614709844115208,5.754887502163468,5.906890595608519,5.584962500721156,5.643856189774724,5.614709844115208,5.614709844115208,5.727920454563199,5.357552004618084,5.554588851677638,5.906890595608519,5.459431618637297,5.700439718141092,5.357552004618084
GENE_0150,5.700439718141092,5.614709844115208,5.727920454563199,5.727920454563199,5.523561956057013,5.832890014164741,5.584962500721156,5.700439718141092,5.584962500721156,5.727920454563199,5.754887502163468,5.285402218862249,5.491853096329675,5.882643049361842,5.832890014164741,5.614709844115208,5.459431618637297,5.426264754702098,5.832890014164741,5.882643049361842
GENE_0151,6.044394119358453,5.754887502163468,5.754887502163468,5.459431618637297,5.700439718141092,5.807354922057604,5.357552004618084,5.672425341971495,5.977279923499917,5.857980995127572,5.584962500721156,5.392317422778761,5.727920454563199,5.977279923499917,5.78135971352466,5.700439718141092,5.614709844115208,5.672425341971495,5.459431618637297,5.459431618637297
GENE_0152,5.78135971352466,5.727920454563199,5.554588851677638,5.459431618637297,5.554588851677638,5.554588851677638,5.954196310386875,5.491853096329675,5.554588851677638,5.906890595608519,5.426264754702098,5.672425341971495,5.930737337562887,5.954196310386875,5.672425341971495,5.754887502163468,5.554588851677638,5.169925001442312,5.643856189774724,5.643856189774724
GENE_0153,5.426264754702098,5.672425341971495,5.554588851677638,5.247927513443585,5.832890014164741,5.807354922057604,5.643856189774724,5.832890014164741,5.584962500721156,5.754887502163468,5.906890595608519,5.832890014164741,5.930737337562887,5.672425341971495,5.247927513443585,6.022367813028454,5.727920454563199,5.321928094887363,5.807354922057604,5.554588851677638
GENE_0154,5.523561956057013,6.022367813028454,5.614709844115208,5.584962500721156,5.754887502163468,5.129283016944966,5.700439718141092,5.700439718141092,5.491853096329675,5.491853096329675,5.700439718141092,5.954196310386875,5.321928094887363,6.0,5.672425341971495,5.285402218862249,5.977279923499917,5.754887502163468,5.727920454563199,5.807354922057604
GENE_0155,5.643856189774724,5.426264754702098,5.554588851677638,5.426264754702098,5.392317422778761,5.491853096329675,5.523561956057013,5.930737337562887,5.727920454563199,5.614709844115208,5.754887502163468,5.523561956057013,5.321928094887363,5.672425341971495,5.491853096329675,5.554588851677638,5.584962500721156,5.954196310386875,5.643856189774724,5.930737337562887
GENE_0156,6.044394119358453,5.584962500721156,5.700439718141092,5.614709844115208,5.807354922057604,6.022367813028454,5.491853096329675,5.0,5.357552004618084,5.523561956057013,5.491853096329675,5.321928094887363,5.491853096329675,5.954196310386875,5.584962500721156,5.614709844115208,5.643856189774724,6.044394119358453,5.700439718141092,5.459431618637297
GENE_0157,5.426264754702098,5.727920454563199,5.584962500721156,5.700439718141092,5.247927513443585,5.857980995127572,5.882643049361842,5.357552004618084,5.554588851677638,5.857980995127572,5.672425341971495,5.614709844115208,5.392317422778761,5.169925001442312,5.459431618637297,5.584962500721156,5.882643049361842,6.022367813028454,5.700439718141092,5.754887502163468
GENE_0158,5.754887502163468,5.169925001442312,5.700439718141092,5.459431618637297,5.554588851677638,5.392317422778761,5.857980995127572,5.672425341971495,5.78135971352466,5.523561956057013,5.727920454563199,5.523561956057013,5.392317422778761,5.614709844115208,5.930737337562887,5.700439718141092,5.78135971352466,5.357552004618084,5.754887502163468,5.426264754702098
GENE_0159,6.022367813028454,5.832890014164741,5.857980995127572,5.727920454563199,5.523561956057013,5.672425341971495,5.584962500721156,5.584962500721156,5.954196310386875,5.584962500721156,5.754887502163468,6.0,6.066089190457772,5.727920454563199,5.930737337562887,5.78135971352466,5.392317422778761,5.930737337562887,5.392317422778761,5.727920454563199
GENE_0160,5.523561956057013,5.614709844115208,5.672425341971495,5.977279923499917,5.807354922057604,5.459431618637297,5.78135971352466,5.643856189774724,5.832890014164741,5.754887502163468,5.523561956057013,5.357552004618084,5.459431618637297,5.954196310386875,5.807354922057604,5.700439718141092,5.832890014164741,5.78135971352466,5.882643049361842,5.754887502163468
GENE_0161,5.78135971352466,5.643856189774724,5.643856189774724,5.672425341971495,5.857980995127572,5.491853096329675,5.882643049361842,5.672425341971495,5.584962500721156,5.491853096329675,5.857980995127572,5.523561956057013,5.584962500721156,5.643856189774724,5.78135971352466,5.906890595608519,5.392317422778761,5.857980995127572,5.554588851677638,5.672425341971495
GENE_0162,5.754887502163468,6.066089190457772,6.149747119504682,5.672425341971495,5.643856189774724,5.643856189774724,5.807354922057604,5.882643049361842,5.727920454563199,5.584962500721156,5.554588851677638,5.459431618637297,5.78135971352466,6.066089190457772,5.906890595608519,5.700439718141092,5.285402218862249,5.643856189774724,5.614709844115208,5.857980995127572
GENE_0163,5.459431618637297,5.807354922057604,5.672425341971495,5.614709844115208,5.807354922057604,5.426264754702098,5.523561956057013,5.357552004618084,5.523561956057013,5.392317422778761,5.906890595608519,5.832890014164741,5.78135971352466,5.614709844115208,5.700439718141092,5.357552004618084,5.754887502163468,6.066089190457772,5.554588851677638,5.554588851677638
GENE_0164,5.700439718141092,5.857980995127572,5.807354922057604,5.614709844115208,6.129283016944966,5.614709844115208,5.584962500721156,5.169925001442312,5.643856189774724,5.857980995127572,5.672425341971495,5.754887502163468,5.491853096329675,5.044394119358453,5.523561956057013,5.672425341971495,5.906890595608519,5.554588851677638,5.584962500721156,5.78135971352466
GENE_0165,5.727920454563199,5.459431618637297,6.022367813028454,5.754887502163468,5.392317422778761,5.554588851677638,5.426264754702098,5.584962500721156,5.700439718141092,5.554588851677638,5.906890595608519,5.584962500721156,5.584962500721156,5.727920454563199,5.459431618637297,5.857980995127572,5.321928094887363,5.78135971352466,5.754887502163468,5.78135971352466
GENE_0166,5.554588851677638,5.491853096329675,5.977279923499917,5.614709844115208,5.727920454563199,5.285402218862249,5.832890014164741,5.857980995127572,5.754887502163468,5.727920454563199,5.584962500721156,5.247927513443585,5.672425341971495,5.672425341971495,5.614709844115208,5.906890595608519,5.727920454563199,5.643856189774724,5.247927513443585,5.247927513443585
GENE_0167,5.727920454563199,5.832890014164741,5.78135971352466,5.044394119358453,5.426264754702098,5.614709844115208,5.643856189774724,5.614709844115208,5.906890595608519,5.906890595608519,5.392317422778761,5.459431618637297,5.906890595608519,5.807354922057604,5.857980995127572,5.832890014164741,6.022367813028454,5.643856189774724,5.857980995127572,5.426264754702098
GENE_0168,5.857980995127572,5.643856189774724,5.882643049361842,5.906890595608519,5.459431618637297,5.523561956057013,5.129283016944966,5.857980995127572,5.491853096329675,5.672425341971495,5.643856189774724,5.727920454563199,5.426264754702098,5.614709844115208,5.727920454563199,5.426264754702098,5.700439718141092,5.672425341971495,5.754887502163468,5.523561956057013
GENE_0169,5.727920454563199,5.727920454563199,5.832890014164741,5.727920454563199,5.672425341971495,5.727920454563199,5.643856189774724,5.672425341971495,5.643856189774724,5.584962500721156,5.392317422778761,5.832890014164741,5.832890014164741,5.700439718141092,5.491853096329675,5.392317422778761,5.554588851677638,5.459431618637297,6.108524456778169,5.643856189774724
GENE_0170,5.754887502163468,5.523561956057013,5.754887502163468,5.426264754702098,5.700439718141092,5.357552004618084,5.78135971352466,5.78135971352466,6.044394119358453,5.754887502163468,6.087462841250339,5.523561956057013,5.643856189774724,5.554588851677638,5.491853096329675,5.643856189774724,5.906890595608519,5.285402218862249,5.807354922057604,5.321928094887363
GENE_0171,5.491853096329675,5.857980995127572,5.643856189774724,5.426264754702098,5.614709844115208,5.426264754702098,5.977279923499917,5.459431618637297,5.807354922057604,5.554588851677638,5.643856189774724,5.643856189774724,5.426264754702098,5.700439718141092,5.643856189774724,5.78135971352466,5.954196310386875,5.700439718141092,5.700439718141092,5.392317422778761
GENE_0172,5.643856189774724,5.727920454563199,5.857980995127572,5.614709844115208,5.857980995127572,5.614709844115208,5.977279923499917,5.754887502163468,5.614709844115208,5.247927513443585,5.832890014164741,5.754887502163468,5.672425341971495,5.977279923499917,5.643856189774724,5.614709844115208,5.523561956057013,5.906890595608519,5.78135971352466,5.584962500721156
GENE_0173,5.523561956057013,5.930737337562887,5.643856189774724,5.906890595608519,5.672425341971495,5.882643049361842,5.614709844115208,5.807354922057604,5.700439718141092,5.672425341971495,5.614709844115208,5.906890595608519,5.643856189774724,5.78135971352466,5.754887502163468,5.614709844115208,6.108524456778169,5.672425341971495,5.523561956057013,5.523561956057013
GENE_0174,5.78135971352466,5.523561956057013,5.857980995127572,5.727920454563199,5.882643049361842,5.523561956057013,5.700439718141092,5.643856189774724,5.807354922057604,5.459431618637297,5.491853096329675,5.584962500721156,5.700439718141092,5.426264754702098,5.643856189774724,5.700439718141092,5.78135971352466,5.491853096329675,6.044394119358453,5.672425341971495
GENE_0175,5.20945336562895,5.392317422778761,5.700439718141092,5.426264754702098,5.554588851677638,5.554588851677638,5.491853096329675,5.614709844115208,5.523561956057013,5.672425341971495,5.643856189774724,6.0,5.554588851677638,5.523561956057013,5.807354922057604,5.247927513443585,5.857980995127572,5.754887502163468,5.930737337562887,5.672425341971495
GENE_0176,5.930737337562887,5.554588851677638,5.491853096329675,5.906890595608519,5.614709844115208,5.584962500721156,5.426264754702098,5.491853096329675,5.614709844115208,5.614709844115208,5.285402218862249,5.727920454563199,5.643856189774724,5.672425341971495,5.392317422778761,5.357552004618084,5.727920454563199,5.491853096329675,5.491853096329675,5.459431618637297
GENE_0177,5.672425341971495,5.426264754702098,5.857980995127572,5.614709844115208,5.523561956057013,5.700439718141092,6.044394119358453,5.832890014164741,5.554588851677638,5.700439718141092,5.672425341971495,5.285402218862249,5.930737337562887,5.392317422778761,5.643856189774724,5.392317422778761,5.357552004618084,5.832890014164741,5.78135971352466,5.614709844115208
GENE_0178,5.044394119358453,5.459431618637297,5.882643049361842,5.754887502163468,5.727920454563199,5.727920454563199,5.392317422778761,5.930737337562887,5.754887502163468,5.614709844115208,5.584962500721156,5.807354922057604,6.044394119358453,5.672425341971495,5.977279923499917,5.700439718141092,5.491853096329675,6.0,5.643856189774724,5.977279923499917
GENE_0179,5.672425341971495,5.459431618637297,5.700439718141092,5.672425341971495,5.906890595608519,5.614709844115208,5.754887502163468,5.977279923499917,5.78135971352466,6.0,5.321928094887363,5.584962500721156,5.727920454563199,5.857980995127572,5.807354922057604,5.554588851677638,5.523561956057013,5.554588851677638,5.584962500721156,5.832890014164741
GENE_0180,5.727920454563199,5.754887502163468,5.807354922057604,5.906890595608519,5.285402218862249,5.672425341971495,5.643856189774724,5.672425341971495,5.727920454563199,5.426264754702098,5.727920454563199,5.614709844115208,5.426264754702098,5.727920454563199,5.614709844115208,5.643856189774724,5.554588851677638,5.491853096329675,5.523561956057013,5.584962500721156
GENE_0181,5.754887502163468,5.727920454563199,5.523561956057013,5.643856189774724,5.700439718141092,5.727920454563199,5.700439718141092,5.357552004618084,5.523561956057013,5.614709844115208,5.554588851677638,5.754887502163468,5.832890014164741,5.754887502163468,5.584962500721156,5.857980995127572,5.491853096329675,5.584962500721156,5.554588851677638,5.357552004618084
GENE_0182,5.977279923499917,5.807354922057604,5.754887502163468,5.554588851677638,5.672425341971495,5.523561956057013,5.285402218862249,5.491853096329675,5.321928094887363,5.523561956057013,5.672425341971495,5.672425341971495,5.700439718141092,5.584962500721156,5.584962500721156,5.643856189774724,5.357552004618084,5.807354922057604,5.392317422778761,5.643856189774724
GENE_0183,5.614709844115208,6.066089190457772,5.857980995127572,5.044394119358453,5.700439718141092,5.906890595608519,5.491853096329675,5.977279923499917,5.832890014164741,5.672425341971495,5.491853096329675,4.906890595608519,5.930737337562887,5.614709844115208,5.584962500721156,5.832890014164741,5.807354922057604,5.554588851677638,5.554588851677638,5.554588851677638
GENE_0184,5.614709844115208,5.491853096329675,5.643856189774724,5.672425341971495,5.672425341971495,5.523561956057013,6.022367813028454,5.727920454563199,5.554588851677638,5.392317422778761,5.392317422778761,5.491853096329675,6.044394119358453,5.700439718141092,5.554588851677638,5.930737337562887,5.754887502163468,5.614709844115208,5.614709844115208,5.491853096329675
GENE_0185,5.672425341971495,5.832890014164741,5.754887502163468,5.672425341971495,5.614709844115208,6.108524456778169,5.807354922057604,5.584962500721156,5.614709844115208,5.700439718141092,5.392317422778761,5.426264754702098,6.0,5.754887502163468,5.954196310386875,5.832890014164741,5.906890595608519,5.523561956057013,5.523561956057013,4.906890595608519
GENE_0186,5.523561956057013,5.491853096329675,5.700439718141092,5.614709844115208,5.357552004618084,5.78135971352466,5.807354922057604,5.954196310386875,6.0,5.882643049361842,5.78135971352466,6.044394119358453,5.727920454563199,6.0,5.672425341971495,5.857980995127572,5.20945336562895,5.700439718141092,5.882643049361842,5.321928094887363
GENE_0187,5.700439718141092,5.614709844115208,5.584962500721156,5.643856189774724,6.0,5.807354922057604,5.672425341971495,5.554588851677638,5.78135971352466,5.672425341971495,5.672425341971495,5.459431618637297,5.491853096329675,5.832890014164741,5.491853096329675,5.832890014164741,5.643856189774724,5.78135971352466,5.857980995127572,5.554588851677638
GENE_0188,5.392317422778761,5.554588851677638,5.754887502163468,5.807354922057604,5.523561956057013,5.614709844115208,5.807354922057604,5.882643049361842,5.727920454563199,5.614709844115208,5.672425341971495,5.700439718141092,5.906890595608519,6.044394119358453,5.523561956057013,5.882643049361842,5.807354922057604,5.491853096329675,5.426264754702098,5.523561956057013
GENE_0189,5.78135971352466,5.700439718141092,5.857980995127572,5.754887502163468,5.727920454563199,5.459431618637297,5.832890014164741,5.554588851677638,5.78135971352466,5.643856189774724,5.614709844115208,5.554588851677638,5.78135971352466,5.882643049361842,5.754887502163468,5.357552004618084,5.930737337562887,5.285402218862249,5.882643049361842,5.906890595608519
GENE_0190,5.672425341971495,5.614709844115208,5.523561956057013,5.700439718141092,5.857980995127572,5.832890014164741,5.247927513443585,5.78135971352466,5.906890595608519,5.727920454563199,5.700439718141092,5.977279923499917,5.643856189774724,5.491853096329675,5.584962500721156,5.672425341971495,5.78135971352466,5.700439718141092,5.426264754702098,5.491853096329675
GENE_0191,5.459431618637297,5.426264754702098,5.832890014164741,5.643856189774724,5.727920454563199,5.672425341971495,5.977279923499917,5.727920454563199,5.523561956057013,5.643856189774724,5.857980995127572,5.78135971352466,5.554588851677638,5.807354922057604,5.426264754702098,5.491853096329675,5.643856189774724,5.554588851677638,5.643856189774724,5.392317422778761
GENE_0192,5.906890595608519,5.584962500721156,5.754887502163468,5.78135971352466,5.807354922057604,5.672425341971495,5.643856189774724,5.930737337562887,5.977279923499917,5.523561956057013,5.357552004618084,5.727920454563199,5.954196310386875,5.321928094887363,5.672425341971495,5.584962500721156,5.754887502163468,5.672425341971495,6.087462841250339,5.672425341971495
GENE_0193,5.700439718141092,5.584962500721156,5.285402218862249,5.523561956057013,5.700439718141092,5.247927513443585,5.754887502163468,5.643856189774724,5.700439718141092,5.554588851677638,6.022367813028454,5.247927513443585,5.930737337562887,5.285402218862249,5.584962500721156,5.614709844115208,5.754887502163468,5.459431618637297,5.584962500721156,5.554588851677638
GENE_0194,5.392317422778761,5.643856189774724,5.807354922057604,5.754887502163468,5.357552004618084,5.78135971352466,5.882643049361842,5.78135971352466,5.584962500721156,5.727920454563199,5.672425341971495,5.614709844115208,5.20945336562895,5.584962500721156,5.807354922057604,5.129283016944966,5.523561956057013,5.392317422778761,5.426264754702098,5.584962500721156
GENE_0195,5.672425341971495,5.807354922057604,5.523561956057013,5.672425341971495,5.491853096329675,5.426264754702098,5.754887502163468,5.857980995127572,5.459431618637297,5.78135971352466,5.954196310386875,5.807354922057604,5.643856189774724,5.614709844115208,5.614709844115208,5.727920454563199,5.129283016944966,5.426264754702098,5.321928094887363,5.523561956057013
GENE_0196,6.022367813028454,5.643856189774724,5.672425341971495,5.554588851677638,5.584962500721156,5.832890014164741,5.727920454563199,5.523561956057013,5.491853096329675,5.672425341971495,6.044394119358453,5.754887502163468,5.700439718141092,5.523561956057013,5.554588851677638,5.129283016944966,5.78135971352466,5.643856189774724,5.614709844115208,5.614709844115208
GENE_0197,6.044394119358453,5.672425341971495,5.672425341971495,5.554588851677638,5.700439718141092,5.523561956057013,5.584962500721156,6.149747119504682,5.614709844115208,5.614709844115208,5.491853096329675,5.700439718141092,5.832890014164741,5.807354922057604,5.584962500721156,5.584962500721156,5.459431618637297,5.523561956057013,5.672425341971495,5.459431618637297
GENE_0198,5.426264754702098,5.832890014164741,5.807354922057604,5.857980995127572,5.459431618637297,5.392317422778761,5.643856189774724,5.807354922057604,5.78135971352466,5.554588851677638,5.882643049361842,5.523561956057013,5.857980995127572,5.584962500721156,5.672425341971495,5.491853096329675,5.459431618637297,6.0,5.930737337562887,5.754887502163468
GENE_0199,5.832890014164741,5.426264754702098,5.857980995127572,5.614709844115208,5.584962500721156,5.700439718141092,5.285402218862249,5.672425341971495,5.491853096329675,5.672425341971495,6.0,5.614709844115208,5.832890014164741,5.392317422778761,5.700439718141092,5.807354922057604,5.357552004618084,5.491853096329675,6.087462841250339,5.727920454563199
GENE_0200,5.584962500721156,5.754887502163468,5.78135971352466,5.672425341971495,5.643856189774724,5.832890014164741,5.614709844115208,5.357552004618084,5.930737337562887,5.807354922057604,5.523561956057013,5.357552004618084,5.882643049361842,5.727920454563199,5.169925001442312,5.906890595608519,5.285402218862249,5.554588851677638,5.882643049361842,6.0
